Facility Name,Registration No,License Number,Ownership,License Type,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
THE WHITE CRESCENT HOSPITAL LIMITED,PPB/T/5840,BU202604621,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,BEES PARK,Kajiado,VALID,ACTIVE,2026-12-31
THE WHITE CRESCENT HOSPITAL-KAPSABET,PPB/T/5836,BU202603706,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,ELDORET-KISUMU ROAD,,VALID,ACTIVE,2026-12-31
THIKA DIALYSIS CENTRE LTD (Kiambu),PPB/T/5582,BU202606041,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,THIKA MURANGA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
THREE BELLS MEDICAL CENTER (Nairobi),PPB/T/5402,BU202605988,SOLE PROPRIETOR,HOSPITAL,2018,MANYANJA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
TIBA BORA MEDICAL CENTRE (Kiambu),PPB/T/5732,BU202604380,SOLE PROPRIETOR,HOSPITAL,2022,KENYATTA HIGHWAY,Kiambu,VALID,ACTIVE,2026-12-31
TIMAU INTERGRATED MEDICAL CENTRE (Meru),PPB/T/5438,BU202601669,SOLE PROPRIETOR,HOSPITAL,2018,MERU/NANYUKI HIGHWAY,Meru,VALID,ACTIVE,2026-12-31
TIMES COTTAGE HOSPITAL LIMITED,PPB/T/5940,BU202607808,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MANDERA-WAJIR ROAD,,VALID,ACTIVE,2026-12-31
TIONYCARE HOSPITAL LIMITED (Baringo),PPB/T/5626,BU202605689,PARTNERSHIP,HOSPITAL,2021,TIONYCARE STREET,Baringo,VALID,ACTIVE,2026-12-31
TIWI KWA SAMMY MEDICAL CENTRE LIMITED,PPB/T/5831,BU202606033,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,LIKONI LUNGA LUNGA,,VALID,ACTIVE,2026-12-31
TOLSAN MEDICAL CENTRE,PPB/T/5973,BU202602917,SOLE PROPRIETOR,HOSPITAL,2024,LAMU ROAD,,VALID,ACTIVE,2026-12-31
TOPCARE NURSING HOME (Kajiado),PPB/T/5568,BU202602245,PRIVATE COMPANY (LIMITED),HOSPITAL,2009,ROAD MIRRIAMS,Kajiado,VALID,ACTIVE,2026-12-31
TOPRICH MEDICAL & DENTAL CENTRE LTD,PPB/T/6076,BU202606322,SOLE PROPRIETOR,HOSPITAL,2025,OFF KANISANI TONONOKA STREET,,VALID,ACTIVE,2026-12-31
TOPVIEW MEDICAL CENTRE LIMITED  (Nyeri),PPB/T/5561,BU202600125,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,GAKERE ROAD,Nyeri,VALID,ACTIVE,2026-12-31
TRANQUIL MED CENTER LIMITED,PPB/T/5655,BU202607774,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,LANGATA NORTH ROAD,Nairobi,VALID,ACTIVE,2026-12-31
Translations Care ltd (Uasin Gishu),None,BU202606034,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Uasin Gishu,VALID,ACTIVE,2026-12-31
TRANSMARA COMMUNITY HOSPITAL LTD,PPB/T/5753,BU202606448,PARTNERSHIP,HOSPITAL,2022,KILGORIS - NYANGUSU,Narok,VALID,ACTIVE,2026-12-31
TREE OF LIFE HEALTHCARE LIMITED (Narok),PPB/T/5544,BU202603064,PRIVATE COMPANY (LIMITED),HOSPITAL,2017,BOMET-NAIROBI,Narok,VALID,ACTIVE,2026-12-31
TRUE HEALTH MEDICAL CENTRE LIMITED (Nairobi),PPB/T/5613,BU202606042,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,7TH STREET,Nairobi,VALID,ACTIVE,2026-12-31
TULATULA NURSING HOME LIMITED,PPB/T/6043,BU202607769,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,WAJIR/MORALE ROAD,,VALID,ACTIVE,2026-12-31
TUMAINI INTERNATIONAL TRUST MEDICAL CLINIC (Machakos),PPB/T/5541,BU202601712,PARTNERSHIP,HOSPITAL,2009,MASII ROAD,Machakos,VALID,ACTIVE,2026-12-31
TUTI MEDICAL CLINIC (Nakuru),PPB/T/5572,BU202603667,SOLE PROPRIETOR,HOSPITAL,2020,MBURU GICHUA ROAD,Nakuru,VALID,ACTIVE,2026-12-31
TUUNGANE WOODLEY HOSPITAL,PPB/T/6046,BU202603238,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,209 LAGIRI ROAD,,VALID,ACTIVE,2026-12-31
TUURU COTTOLENGO HEALTH CENTRE (Meru),PPB/T/5610,BU202606035,PARTNERSHIP,HOSPITAL,2021,MERU ROAD,Meru,VALID,ACTIVE,2026-12-31
UBUNTU LIFE MEDICAL CENTER LTD,PPB/U/9522,BU202602241,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,NAIVASHA - MAAI MAHIU,,VALID,ACTIVE,2026-12-31
UCHUMI MEDICAL CENTRE LIMITED,PPB/U/9519,BU202605980,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KARINDUNDU ROAD,,VALID,ACTIVE,2026-12-31
ULTRAMED CHEMIST-MKAPUNI (Kilifi),PPB/U/115,BU202602425,PARTNERSHIP,HOSPITAL,2016,MKAPUNI RABAI KALOLENI ROAD (MWAWESA),Kilifi,VALID,ACTIVE,2026-12-31
UMOJA MODERN MEDICAL CENTRE,PPB/U/9485,BU202607077,PARTNERSHIP,HOSPITAL,2021,"MOI DRIVE, OPPOSITE UNITY PRIMARY SCHOOL",Nairobi,VALID,ACTIVE,2026-12-31
UNAM MEDICAL CENTRE LIMITED,PPB/U/9479,BU202605984,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,ANGAWA AVENUE,Kisumu,VALID,ACTIVE,2026-12-31
UNISON  MEDICAL CENTER (Laikipia),PPB/U/184,BU202605986,SOLE PROPRIETOR,HOSPITAL,2021,H-ROOM OPPOSITE POLICE STATION ROAD,Laikipia,VALID,ACTIVE,2026-12-31
UNIVERSAL HEALTH FAMILY POINTS (Nairobi),PPB/U/179,BU202607577,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,HARAMBEE AVENUE AGHAKHAN WALK,Nairobi,VALID,ACTIVE,2026-12-31
UPPER HILL MEDICAL CENTRE (Nairobi),PPB/U/46,BU202604043,PRIVATE COMPANY (LIMITED),HOSPITAL,1914,RALPH BUNCHE,Nairobi,VALID,ACTIVE,2026-12-31
URSULINE HEALTH CENTRE,PPB/U/9525,BU202605093,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MAPARASHA ROAD,,VALID,ACTIVE,2026-12-31
UTAWALA ESTATE HEALTH CENTRE,PPB/U/189,BU202606043,PRIVATE COMPANY (LIMITED),HOSPITAL,2011,GITHUNGURI RD,Nairobi,VALID,ACTIVE,2026-12-31
UZWELA HEALTHCARE LIMITED,PPB/U/9504,BU202605945,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,KASARANI - MWIKI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
VALLEY HOSPITAL LTD (Nakuru),PPB/V/044,BU202601557,SOLE PROPRIETOR,HOSPITAL,2019,,Nakuru,VALID,ACTIVE,2026-12-31
VANTAGE MEDICAL CENTRE (Nairobi),None,BU202606449,PARTNERSHIP,HOSPITAL,2016,,Machakos,VALID,ACTIVE,2026-12-31
VEBENEZA ENTERPRISE MEDICAL CLINIC,PPB/V/397,BU202601683,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,MAKUTI STREET,Nairobi,VALID,ACTIVE,2026-12-31
VERDIA MEDICAL CENTRE,PPB/V/389,BU202605092,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KENYATTA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
VERNA HEALTH CENTRE. (Homa Bay),PPB/V/371,BU202603091,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,ROAD  CHURCHCATHOLICRAKWARO,Migori,VALID,ACTIVE,2026-12-31
VICTORIA IVF AND FERTILITY CENTRE LIMITED (Nairobi),None,BU202605091,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Nairobi,VALID,ACTIVE,2026-12-31
VIKAM HOSPITAL MASENO LTD,PPB/V/412,BU202602629,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,KISUMU-MARERA,Kisumu,VALID,ACTIVE,2026-12-31
VIPINGO ESTATE CLINIC (Kilifi),PPB/V/113,BU202601686,SOLE PROPRIETOR,HOSPITAL,2013,MOMBASA MALINDI HIGHWAY,Kilifi,VALID,ACTIVE,2026-12-31
VIRGINIA WRIGHT DISPENSARY (Nandi),PPB/V/346,BU202605090,SOLE PROPRIETOR,HOSPITAL,2020,KISUMU RD,Nandi,VALID,ACTIVE,2026-12-31
VITCARE MEDICAL CENTER,PPB/V/436,BU202604401,SOLE PROPRIETOR,HOSPITAL,2023,MBARIU KANIU ROAD,,VALID,ACTIVE,2026-12-31
VOI MEDICAL CENTRE,PPB/V/461,BU202607859,PRIVATE COMPANY (LIMITED),HOSPITAL,2020,BIASHARA STREET,,VALID,ACTIVE,2026-12-31
WADADIA HABIBAT MOTHER AND CHILD HOLISTIC HEALTH AND TRAINING HOSPITAL (Kilifi),None,BU202605696,PRIVATE COMPANY (LIMITED),HOSPITAL,,,Kilifi,VALID,ACTIVE,2026-12-31
WAJIR MEDICAL CENTRE LIMITED,PPB/W/7532,BU202606582,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,ORAHEY AIRPORT ROAD,,VALID,ACTIVE,2026-12-31
WAMA SERVICES PROVIDER LIMITED (Kajiado),PPB/W/7326,BU202605548,PRIVATE COMPANY (LIMITED),HOSPITAL,2010,NIVAS STREET,Kajiado,VALID,ACTIVE,2026-12-31
WANANCHI JAMII MATERNITY AND NURSING HOME (Kajiado),PPB/W/7301,BU202602919,SOLE PROPRIETOR,HOSPITAL,2000,MAGADI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
WARABA MEDICAL CENTRE,PPB/W/7426,BU202607746,SOLE PROPRIETOR,HOSPITAL,2020,SOYSAMBU,Bungoma,VALID,ACTIVE,2026-12-31
WATAMU HOSPITAL LTD (Kilifi),PPB/W/7277,BU202606450,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,TURTLE BAY ROAD,Kilifi,VALID,ACTIVE,2026-12-31
WELCARE MEDICAL CENTRE (Mombasa),PPB/W/7188,BU202606044,PRIVATE COMPANY (LIMITED),HOSPITAL,2015,1ST AVENUE NYALI,Mombasa,VALID,ACTIVE,2026-12-31
WEMA CATHOLIC DISPENSARY,PPB/W/7455,BU202605987,PARTNERSHIP,HOSPITAL,2023,TANA DELTA,Tana River,VALID,ACTIVE,2026-12-31
WEMA CHILDREN'S ACCESS CLINICS-BY GERTRUDES,PPB/W/7495,BU202606379,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,OFF MOI DRIVE,,VALID,ACTIVE,2026-12-31
WEMA MATERNITY & NURSING HOME (Nairobi),PPB/W/7369,BU202607717,SOLE PROPRIETOR,HOSPITAL,2006,SALIM ROAD,Nairobi,VALID,ACTIVE,2026-12-31
WEST INLAND HOSPITAL,PPB/W/7435,BU202606641,PRIVATE COMPANY (LIMITED),HOSPITAL,2022,MAGONGO,Mombasa,VALID,ACTIVE,2026-12-31
WEST PARK HOSPITAL LIMITED,PPB/W/7549,BU202600978,PRIVATE COMPANY (LIMITED),HOSPITAL,2025,MUHOHO AVENUE,,VALID,ACTIVE,2026-12-31
WESTLANDS LASER EYE HOSPITAL LTD (Nairobi),None,BU202604599,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,,Nairobi,VALID,ACTIVE,2026-12-31
WESTLINK NURSING HOME (Mandera),PPB/W/7481,BU202603813,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,TAKABA-BANISA ROAD,Mandera,VALID,ACTIVE,2026-12-31
WESTSIDE HEALTH CARE MALABA (Busia),PPB/W/7355,BU202605089,PARTNERSHIP,HOSPITAL,2017,MALABA-BUSIA,Busia,VALID,ACTIVE,2026-12-31
WILKISTA MEMORIAL HOSPITAL (Kajiado),PPB/W/7370,BU202601700,PRIVATE COMPANY (LIMITED),HOSPITAL,2018,WILKISTA,Kajiado,VALID,ACTIVE,2026-12-31
WOODLANDS HOSPITAL LIMITED  (Meru),PPB/W/7376,BU202607354,PRIVATE COMPANY (LIMITED),HOSPITAL,2002,NTIMA IGOKI,Meru,VALID,ACTIVE,2026-12-31
YUNASI MEDICAL CENTER (Embu),PPB/Y/56,BU202606036,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,EMBU_KIVAA ROAD,Embu,VALID,ACTIVE,2026-12-31
YVONNE MARIE MEDICAL CENTRE (Kisii),PPB/Y/73,BU202606453,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,NYAMISARO ROAD,Kisii,VALID,ACTIVE,2026-12-31
ZAMZAM MEDICAL SERVICES LIMITED (Kajiado),PPB/Z/1071,BU202606451,PRIVATE COMPANY (LIMITED),HOSPITAL,2004,NGONG KISERIAN,Kajiado,VALID,ACTIVE,2026-12-31
ZAZI HOSPITALS,PPB/Z/1325,BU202602239,PRIVATE COMPANY (LIMITED),HOSPITAL,2021,KIRINGOTI STREET,,VALID,ACTIVE,2026-12-31
ZENIK OLIVE CLINIC,PPB/Z/1157,BU202605088,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,OLIVE-IN,Nakuru,VALID,ACTIVE,2026-12-31
ZENIK OLIVE CLINIC-ZABURI,PPB/Z/1336,BU202606452,PRIVATE COMPANY (LIMITED),HOSPITAL,2024,KABARAK ROAD,,VALID,ACTIVE,2026-12-31
ZETIC HOSPITAL LIMITED,PPB/Z/1360,BU202607078,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,WACHORO ROAD,,VALID,ACTIVE,2026-12-31
ZHOU MEI MEDICAL CENTER,PPB/Z/1307,BU202603227,PRIVATE COMPANY (LIMITED),HOSPITAL,2023,HURLINGHAM,Nairobi,VALID,ACTIVE,2026-12-31
ZION MEDICAL CENTRE-BUNGOMA LIMITED (Bungoma),PPB/Z/1096,BU202602250,PRIVATE COMPANY (LIMITED),HOSPITAL,2016,MUMIAS RD,Bungoma,VALID,ACTIVE,2026-12-31
ZOPHIM FAMILYCARE MEDICAL CENTER,PPB/Z/1322,BU202605087,SOLE PROPRIETOR,HOSPITAL,2023,NAKURU -NYAHURURU HIGHWAY,Nakuru,VALID,ACTIVE,2026-12-31
ZUHRI MEDICARE LIMITED (Nyeri),PPB/Z/1129,BU202604638,PRIVATE COMPANY (LIMITED),HOSPITAL,2019,NYERI-NAIROBI HIGHWAY,Nyeri,VALID,ACTIVE,2026-12-31
